다바, 67, 173
차다, 95, 161
가나, 71, 186
타라, 61, 150
하바, 76, 171
카차, 90, 184
파마, 93, 151
마파, 80, 191
차아, 47, 144
바아, 66, 152
파자, 76, 160
라차, 82, 192
차사, 65, 156
라다, 73, 183
자마, 63, 145
타사, 51, 157
바다, 44, 176
아다, 89, 182
타타, 57, 153
타차, 78, 193
라다, 48, 180
다가, 73, 165
타나, 72, 164
바타, 89, 184
파하, 62, 166
나자, 92, 168
아파, 52, 163
차파, 72, 164
카파, 59, 179
파가, 70, 193
다사, 96, 165
카마, 98, 196
자카, 51, 175
하다, 88, 156
타바, 49, 158
카하, 43, 141
다차, 82, 144
아바, 62, 178
하다, 59, 184
사라, 73, 177
마파, 59, 191
사하, 98, 173
나자, 52, 157
바파, 91, 192
타타, 69, 181
하타, 64, 170
나다, 95, 148
가다, 40, 199
하카, 53, 167
카다, 79, 146
나마, 79, 191
가파, 85, 141
차가, 82, 150
가하, 46, 151
나자, 54, 153
라하, 68, 198
자사, 59, 171
나마, 58, 144
나다, 40, 178
하아, 75, 172
하파, 77, 140
파카, 60, 197
바차, 69, 161
아차, 40, 187
아타, 99, 186
파사, 45, 140
라나, 76, 180
파차, 82, 185
다카, 44, 191
자라, 61, 192
아카, 82, 172
가자, 94, 176
아나, 80, 157
다자, 47, 156
카마, 70, 185
바사, 50, 151
아아, 89, 189
바바, 92, 176
마나, 43, 168
하나, 44, 147
타라, 70, 184
사아, 86, 176
카카, 86, 159
타타, 68, 178
다아, 85, 190
사자, 84, 152
가차, 88, 185
바차, 52, 155
차마, 81, 158
바차, 64, 171
자가, 93, 147
타바, 74, 171
차바, 98, 194
타마, 81, 168
카자, 60, 156
아아, 83, 195
나아, 46, 195
바바, 51, 141
나사, 70, 195
카타, 62, 195
라파, 67, 188
타아, 42, 152
사마, 62, 140
아마, 80, 143
카가, 94, 148
마사, 99, 184
하바, 60, 140
다가, 47, 140
파다, 65, 148
하하, 91, 141
마아, 92, 166
차타, 55, 143
바다, 92, 142
아사, 99, 187
바마, 55, 175
다가, 97, 142
다자, 99, 185
다차, 76, 186
가가, 69, 168
아차, 57, 182
가차, 52, 154
타차, 84, 184
파라, 80, 154
나가, 64, 143
사타, 50, 184
바바, 53, 189
하타, 49, 178
카가, 51, 175
나마, 49, 142
파마, 46, 143
가라, 92, 155
카마, 77, 176
다사, 43, 157
파바, 63, 151
바파, 86, 193
가마, 52, 147
카바, 70, 198
나자, 86, 164
라파, 57, 167
하카, 86, 183
카가, 72, 178
차바, 57, 161
바사, 58, 144
라차, 77, 174
나카, 65, 180
라자, 57, 145
하다, 71, 168
파사, 87, 160
바아, 65, 173
가마, 40, 173
바사, 62, 175
타라, 74, 172
아하, 62, 143
아바, 61, 155
카차, 43, 148
마아, 97, 196
아마, 52, 178
파카, 61, 156
타사, 69, 172
타하, 81, 154
카차, 62, 178
라사, 41, 148
자가, 64, 186
가하, 76, 154
하카, 98, 181
라사, 41, 191
바카, 50, 157
나가, 96, 162
라사, 46, 182
마하, 79, 189
하타, 95, 197
라가, 95, 140
자카, 68, 155
나사, 64, 188
타가, 65, 165
파차, 91, 173
라차, 98, 192
바하, 87, 142
라바, 95, 164
카나, 68, 177
아카, 57, 146
카자, 58, 147
다라, 88, 190
하아, 97, 188
라사, 41, 140
바타, 58, 168
카차, 73, 198
카라, 88, 185
차마, 86, 170
다가, 45, 183
아아, 53, 172
파파, 85, 185
라자, 52, 141
마차, 76, 170
아바, 98, 156
파차, 96, 171
바사, 74, 198
사차, 42, 140
바가, 57, 173
가다, 93, 154
타나, 75, 179
자차, 43, 191
자파, 66, 149
다나, 91, 178
라라, 95, 186
마가, 70, 173
나마, 84, 180
파차, 63, 192
나나, 75, 181
마라, 59, 168
라다, 81, 171
나라, 52, 174
카사, 51, 141
나아, 83, 188
차라, 54, 175
사타, 88, 167
가타, 93, 180
나하, 70, 145
타마, 85, 187
자사, 62, 174
타사, 99, 143
차바, 41, 169
타라, 72, 141
타하, 66, 172
차라, 84, 155
카마, 71, 175
타사, 63, 149
타타, 43, 159
바파, 58, 150
아하, 49, 193
마아, 74, 199
아라, 86, 171
카나, 78, 140
카나, 82, 151
라가, 64, 142
자자, 57, 174
파아, 77, 163
다사, 61, 194
마나, 63, 150
마다, 99, 146
다파, 93, 164
가타, 53, 193
카타, 68, 163
다자, 73, 145
차다, 49, 140
파다, 89, 172
다아, 57, 154
카사, 71, 167
차자, 75, 145
마타, 49, 165
하마, 89, 152
라자, 58, 180
카파, 76, 142
사라, 83, 143
차차, 80, 161
차아, 70, 159
카마, 52, 143
나아, 54, 171
카사, 76, 163
다타, 91, 197
아아, 73, 174
나바, 40, 174
파가, 53, 158
자다, 72, 172
다바, 56, 191
아아, 86, 193
사라, 91, 175
마나, 79, 192
하마, 47, 162
마가, 83, 178
바아, 64, 156
다자, 94, 147
하하, 91, 195
다타, 75, 191
아하, 53, 198
아바, 71, 173
사나, 63, 142
가다, 75, 157
다자, 78, 172
마가, 86, 169
가사, 56, 149
아가, 40, 198
아카, 57, 154
차나, 79, 184
나다, 86, 144
사파, 90, 157
라라, 46, 170
나하, 49, 160
카카, 42, 182
하카, 63, 193
가하, 75, 152
라아, 79, 160
바마, 91, 150
타자, 46, 191
자가, 64, 168
카사, 72, 148
하카, 98, 192
마카, 57, 143
바파, 96, 182
가아, 96, 182
차아, 79, 171
가하, 73, 189
라파, 96, 194
마타, 91, 157
카라, 43, 185
아나, 93, 182
타나, 91, 197
타파, 77, 191
라카, 52, 191
라나, 63, 194
차차, 45, 192
라가, 72, 180
바파, 47, 160
사가, 92, 189
하나, 80, 177
자카, 68, 196
타라, 79, 149
카자, 76, 193
라타, 64, 144
아파, 99, 143
가아, 44, 178
바바, 70, 157
자마, 71, 140
타사, 63, 183
나마, 43, 159
마바, 77, 168
다타, 85, 146
나나, 96, 177
카자, 55, 188
나바, 77, 196
가자, 65, 187
바라, 86, 181
파아, 72, 149
마다, 52, 179
자사, 61, 192
사자, 40, 143
카마, 68, 157
카바, 81, 191
가가, 43, 161
마바, 60, 191
하사, 61, 155
카하, 59, 162
가카, 95, 144
하파, 71, 176
아사, 67, 141
타가, 70, 185
사사, 59, 179
하파, 52, 176
사하, 47, 158
카아, 47, 170
자하, 73, 153
하라, 85, 166
파바, 68, 160
타라, 87, 152
가차, 75, 160
가하, 47, 178
라다, 48, 167
가나, 97, 150
자카, 42, 199
바하, 89, 160
다바, 96, 185
하파, 84, 194
사타, 89, 166
라파, 83, 190
차라, 78, 154
라다, 92, 184
파다, 47, 173
마마, 44, 171
마하, 90, 164
아하, 54, 148
아차, 72, 147
카다, 76, 153
마자, 76, 173
가차, 66, 185
타다, 90, 145
라타, 96, 170
하라, 49, 178
자라, 62, 164
나라, 80, 151
라사, 98, 156
마하, 45, 157
나마, 65, 159
자다, 99, 163
가다, 47, 199
파마, 87, 180
나나, 98, 172
나하, 97, 167
하하, 45, 158
차가, 72, 191
차바, 93, 162
라타, 97, 168
차나, 70, 172
마차, 81, 185
라다, 97, 174
가나, 83, 186
카마, 87, 146
라사, 46, 164
가가, 46, 192
가사, 54, 144
타바, 54, 196
나자, 93, 140
타가, 63, 157
차자, 48, 175
사라, 48, 179
자라, 98, 161
차아, 98, 143
바라, 48, 168
라차, 93, 173
나사, 84, 158
차마, 96, 163
자나, 54, 143
다파, 64, 154
카파, 45, 182
아파, 41, 188
라파, 80, 153
나카, 76, 149
마나, 93, 181
타자, 71, 145
카파, 67, 168
사파, 71, 192
파사, 42, 189
자다, 76, 161
타차, 64, 196
마차, 60, 169
카가, 40, 156
타나, 48, 182
라하, 49, 188
아바, 97, 142
나가, 99, 153
아타, 51, 180
파가, 59, 169
파마, 62, 140
사타, 52, 153
타마, 73, 156
하차, 92, 175
라라, 97, 199
하가, 62, 196
하카, 94, 140
타가, 67, 163
나차, 72, 158
아하, 45, 169
하파, 66, 169
카자, 98, 164
가라, 89, 162
아라, 50, 150
사타, 80, 187
아타, 90, 163
가가, 90, 164
자하, 93, 143
카다, 69, 145
바아, 71, 197
나가, 83, 175
라타, 72, 144
하다, 48, 188
나카, 96, 157
마아, 95, 173
라마, 59, 187
차바, 58, 183
자카, 59, 144
하나, 53, 172
마라, 85, 181
가다, 87, 177
타마, 47, 186
타마, 50, 175
차자, 83, 199
바자, 71, 197
자타, 50, 170
라다, 54, 183
사나, 96, 167
파타, 80, 182
아차, 71, 167
라자, 94, 182
다마, 56, 197
나라, 54, 198
마카, 96, 141
하마, 88, 142
타아, 50, 151
자마, 78, 189
가라, 65, 178
파가, 94, 153
하차, 90, 182
자다, 56, 141
아카, 69, 150
나파, 82, 190
카자, 93, 181
사타, 61, 149
아차, 99, 143
차바, 73, 146
나아, 65, 146
차자, 68, 158
라사, 74, 150
나가, 99, 156
하카, 45, 154
다타, 58, 166
차사, 88, 171
나마, 53, 190
라라, 79, 162
카하, 97, 145
나가, 43, 173
타마, 61, 180
가하, 84, 193
자타, 41, 193
바아, 60, 175
자파, 90, 155
나차, 66, 146
하타, 98, 195
가아, 86, 166
타파, 61, 159
마라, 55, 196
파사, 52, 176
타사, 97, 176
타아, 41, 176
가타, 48, 147
파사, 64, 177
하카, 54, 145
차카, 99, 159
차자, 64, 159
가차, 75, 145
나다, 67, 165
자타, 53, 140
타아, 71, 152
파차, 51, 152
나라, 63, 177
파다, 64, 179
마타, 94, 152
가차, 42, 187
나자, 55, 147
사사, 82, 165
사카, 81, 181
타마, 78, 152
하바, 55, 195
바카, 56, 177
카아, 40, 147
사다, 67, 183
사하, 80, 141
다카, 62, 162
다사, 56, 145
자바, 98, 197
라마, 88, 167
사파, 56, 199
자카, 77, 159
가카, 41, 180
마마, 67, 157
사사, 84, 158
차카, 73, 190
나카, 81, 151
마하, 44, 199
타다, 74, 150
사마, 64, 152
마나, 73, 152
사다, 74, 144
자나, 62, 152
하바, 53, 157
가카, 41, 190
하바, 87, 170
아사, 90, 163
하아, 50, 150
바사, 64, 176
아하, 89, 176
차자, 73, 152
아카, 61, 145
라라, 47, 162
사카, 56, 171
파마, 41, 184
아가, 56, 143
라사, 63, 152
라사, 45, 191
라라, 79, 172
아카, 81, 171
사바, 85, 151
카파, 94, 189
타라, 75, 191
타마, 91, 158
다하, 86, 190
마마, 47, 197
자파, 49, 140
아나, 92, 184
사파, 94, 150
나나, 41, 188
다카, 56, 188
라타, 59, 158
아아, 96, 180
가카, 57, 196
나마, 72, 190
하하, 52, 155
사차, 68, 151
마사, 63, 155
하다, 80, 150
마다, 99, 165
차하, 45, 147
카사, 63, 191
바아, 57, 160
파아, 78, 175
타바, 87, 155
라마, 65, 184
마아, 95, 147
라라, 81, 163
타가, 78, 168
나차, 82, 149
타하, 87, 161
사자, 49, 158
라하, 63, 141
다하, 45, 145
나마, 88, 158
아다, 47, 189
아차, 63, 155
나아, 73, 147
파차, 44, 156
파아, 81, 171
마사, 86, 173
파타, 83, 193
아가, 82, 189
다가, 43, 197
나마, 97, 196
나차, 82, 154
마카, 40, 147
하나, 87, 181
차타, 65, 152
가사, 81, 180
라가, 84, 168
하마, 57, 163
다가, 46, 164
사타, 69, 152
라가, 58, 184
하자, 56, 155
카나, 78, 163
나마, 59, 171
파파, 80, 148
아하, 65, 174
사바, 97, 183
바나, 57, 198
라사, 82, 143
타파, 65, 178
아나, 99, 149
바자, 85, 195
